Article;Sous fam.;ref. four.;Gencod;Frais;Qte cde fou;Qte stock;Cpt ac;Cpt ve M;Cpt ve C;Cpt ve OM;Cpt ve E;Cpt ve CEE;Commentaire;id;sup
EMBASE SPEAKON USINEE PR LAMPE MONTÉ;60133;;1234560065387;;;91,00;60260000;70102000;70192200;70192100;70192100;70192200;embase speakon 19000288, usinée en interne;;
BUZZER PK-35N29EP220SQ;6077;PK-35N29EP-220SQ;1234560001156;;600,00;440,00;60260000;70102000;70192200;70192100;70192100;70192200;;;
COUDE 90° PVC 32 A COLLER;6021;C9032;1234560041596;;;33,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
"RACCORD CANNELE LAITON 3/4""- 19MM";6021;5032019;1234560063925;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
"MAMELON MM  1""1/4 POUR ULTRA";6097;00960;1234560045945;;984,00;41,00;60260000;70102000;70192200;70192100;70192100;70192200;16/11/20: Attention ne pas vendre cette piece. elle ne peut pas etre montée sans outil speciale/;;
"CONTRE ECROU MAMELON  1""1/4 POUR ULTRA";6097;00961;1234560045938;;826,00;182,00;60101100;70102000;70192200;70192100;70192100;70192200;16/11/20: Attention ne pas vendre cette piece. elle ne peut pas etre montée sans outil speciale/;;
COUDE INOX RS 3D 26.9X2;6021;43DR262;1234560002252;;;74,00;60260000;70102000;70192200;70192100;70192100;70192200;;;
ENS. MECA. GERMIAP36;60133;;1234560012855;;;41,00;60260000;70102000;70192200;70192100;70192100;70192200;;;
ENS. MECA. GERMI  AP36;6008;BOAP36;;;;;60120300;70102000;70192200;70192100;70192100;70192200;prix par 50 pieces : 120;;
DEFLECTEUR ARM.RITTAL 200L300 ANCIENNE;60106;;1234560047383;;;13,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
JOINT TORIQUE 41,28 X 3,53 FKM80;6021;41,28 3,53 VI80;1234560002481;0,023;;392,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
SUPPORT PIEDS DEPORTES;6008;BO-SUP_PIED_DEPO;1234560036752;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
JOINT PLAT 45X39 SBR;6021;PL45392SBR;1234560002672;;;408,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
JOINT PLAT 35X27 EP2MM;6021;PL35272;1234560011575;;;324,00;60260000;70102000;70192200;70192100;70192100;70192200;;;
JOINT TORIQUE 44X4  NBR;6021;1120033712;1234560002337;0,004;;804,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
JOINT TORIQUE 28.25X2.62 NBR;6021;1140252632;1234560002443;;;81,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV CD200 SS C NV;60161;;;182,000;;;60101100;70102000;70192200;70192100;70192100;70192200;prix de revient  035601;;
BALLAST ELECTRO 1X18W-425MA;60179;RW15-425-18;1234560008810;;;139,00;60260000;70102000;70192200;70192100;70192100;70192200;;;
BATTERIE AU PLOMBS YUCEL Y4-12;6077;6142453;1234560012312;;;3,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
SUPPORT BATTERIE EAUSUN11-12;6008;;1234560043170;;;11,00;60101100;70102000;70192200;70192100;70192100;70192200;Ancien tarif RMA: 4,80€;;
REGULATEUR SOLAIRE STECA 12/24V 6A;6077;SRSD2D0606;1234560045808;0,952;;56,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
"FILTRE COMPLET 3 PIECES 9"" 3/4"" BLUE";6021;2115;1234560071050;;;5,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
MAMELON LAITON M/M D3/4'' 20X27;6021;12802027;1234560034550;;;41,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
RACCORD DOUBLE ECROU TOURNANT 3/4'' F/F CUIVRE;6021;R8020;1234560000845;;;320,00;60101100;70102000;70192200;70192100;70192100;70192200;prix mis à jour le 04/02/2019 suivant prix réel non remis à jour depuis 2017;;
EAUSUN11 UVC PROVIDENCE;60158;;;;;10,00;60101100;70102000;70192200;70192100;70192100;70192200;complet avec assemblage PRIX DE VENTE AU CANAL DE PROVENCE;;
PROVIDENCE12 - SOLAIRE ET 230V;60158;;1234560069019;;;11,00;60101100;70102000;70192200;70192100;70192100;70192200;PRIX DE VENTE AU CANAL DE PROVENCE;;
RELAIS (MINI) 2RT 8A 230V AC;6077;465282300040;12345600009999;;300,00;195,00;60260000;70102000;70192200;70192100;70192100;70192200;;;
SUPPORT RELAIS  AVEC TROUS DE FIXATION;6077;04605;1234560009800;;;354,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
PRESSE ETOUPE PLAST PG 13,5;6077;BIZ206013;1234560010646;;;70,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
INTERRUPTEUR ROTATIF 22MM 3 P;6077;SEL-22MB-SS-20-3T-K;1234560010196;;;186,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
PRESSE ETOUPE PLAST PG 11;6077;BIZ206011;1234560010639;;;134,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
CARTER DE FOND POUR EAUSUN 12;6008;;1234560037902;;;5,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
CARTER DE FACADE POUR EAUSUN 12;6008;;1234560037896;;;5,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
POIGNEE ARTICULEE;6021;826149;1234560037575;;;25,00;60101100;70102000;70192200;70192100;70192100;70192200;LE SAC DE 2;;
PLATINE DE CABLAGE COFFRET - FAMATEL (UVDECHLOBP..);6008;;1234560011223;;;53,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
COUDE 3D 60.3X2;6021;43DE602;1234560057658;;;15,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
"ROBINET 3/4"" COUDÉ CANNELÉ";6021;29276;1234560036899;;;63,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
BAGUE DE CALAGE LAMPES TYPE PLL;6097;CALPLL /00969;1234560032327;;500,00;139,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
COUDE RS 3D 42.4X1.6 316 L;6021;43DR421;1234560002269;;;130,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
ENS. MECA. GERMI AP95;60133;;1234560012923;;;15,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
ENS. MECA. GERMIAP95;6008;BOAP95;1234560003129;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
EMBOUT MALE 11/4 G 316 L;6021;EM32G;1234560001989;;;43,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
BROSSE POUR CAPTEUR;6097;D050006;1234560039173;;;41,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
EQUERRE DE BLOCAGE POUR TIRETTE;60106;;1234560036981;;;26,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
PHOTO RESISTANCE  PR UVCAPIT;6001;;1234560011209;;;78,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
ECROU POUR MOTORISATION NETT.;6097;00491;1234560038367;;80,00;21,00;60120300;70102000;70192200;70192100;70192100;70192200;;;
RÉGLE POUR MOTEUR NETT.;6097;00011;1234560038374;;60,00;18,00;60120300;70102000;70192200;70192100;70192100;70192200;;;
MICROSWITCH A GALET IP67 6A;6077;150669;1234560049806;;;55,00;60120300;70102000;70192200;70192100;70192100;70192200;;;
BUTEE MOBILE PR CAPTEUR DE NETT.;6097;01198;1234560038398;;100,00;2,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
REGLETTE DE GUIDAGE PR MOT. NETT.;6097;00629;1234560038381;;60,00;15,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
ENS.MECA.  AP36 INVERSE;6001;;1234560042326;;20,00;17,00;60120300;70102000;70192200;70192100;70192100;70192200;;;
ENS.MECA. GERMIAP36 INVERSE D:104;6008;BOAP36;1234560003105;;;;60120300;70102000;70192200;70192100;70192100;70192200;;;
EMBOUT LAMPE INTERIEUR DP300 ACS;6097;15000273;1234560038435;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
EMBOUT LAMPE EXTERIEUR DP300 ACS;6097;15000274;1234560038442;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
FLASQUE MOBILE D600 DP300ACS;6008;BO-15000284;1234560042494;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
FLASQUE MOBILE DP300 D508 (EXT 600) BRUT;6097;;1234560069507;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
USINAGE FLASQUE MOBILE DP300 ACS;6008;15000275;1234560038466;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
FLASQUE FIXE DP300 ACS;6097;15000283;1234560038459;;;;60120300;70102000;70192200;70192100;70192100;70192200;;;
FOND BOMBE 508X 3MM 316 L;6021;4FB5083;1234560043910;;;4,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
DOIGT DE GANT PEHD1000;6097;UVDOIGT;1234560013531;;60,00;20,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
BAGUE DE COMPENSATION D:44 PR AP603695;6097;COMPEN44;1234560001682;;;172,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
PLAQUE DE BRIDAGE RAMPE GERMI SERRE;6008;15000291_A_M10;1234560042944;;;2,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
LAMPE 3000W DQ3024 - MOYENNE PRESSION;6013;80030650;1234560042029;;;4,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
GAINE QUARTZ 44X451MM EP2 OUVERT 2 COTES;6091;191104910121;1234560043699;2,250;;18,00;60101100;70102000;70192200;70192100;70192100;70192200;27/10/2020;;
BAGUE DE CENTRAGE LPS MOYENNE PRESSION;6097;;1234560037971;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
ENS MECA. UVMP 4X3K;60133;;1234560069644;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
ENS. MECA. UVMP D3K 4LAMPES;6008;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
MAMELON ETANCHEITE PE SPA;6097;MANETAN;1234560038480;;;19,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
PORTE STARTER 110 F OVALE  VIS;6077;110F;1234560001101;;;257,00;60101100;70102000;70192200;70192100;70192100;70192200;PRIX PAR 500 PCES : 0.254;;
STARTER 80 W  ST111 OSRAM;6077;270166;12345600011188;;;1625,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
BALLAST FERRO 36W 230V 50HZ VIS;60179;464882;1234560000913;;;359,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
NETTOYAGE ACIDE SUR CHARIOT;60161;;1234560069118;;;-3,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
USINAGE SUPPORT ECARTE. MOT.;6008;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;devis n°02454;;
CANNE SUPPORT CAPTEUR NIVEAU ACIDE;60133;;1234560061365;;;24,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
"EMBOUT MALE 2"" G 316L";6021;EM50G;1234560001996;;;239,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
SUPPORT BALLAST MOYENNE PRESSION;60106;;1234560037964;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
PALIER GUIDAGE PR VIS DE NETTOYAGE POM;6097;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;pom;;
CAGE POUR ROULEMENT A BILLE INOX;6097;;;;;;60120300;70102000;70192200;70192100;70192100;70192200;;;
JOINT TORIQUE 32X4 FKM;6021;1120073690;1234560043927;0,008;;76,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
CLARIFICATEUR ASUV11W AP-10;6097;;1234560039500;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
ENS. MECA. UVDECHLO 200L300 DN250;60133;;1234560061358;;;1,00;60120300;70102000;70192200;70192100;70192100;70192200;;;
ENS. MECA. UVDECHLO200L300 EN DN250;6008;;1234560053001;;;;60101100;70102000;70192200;70192100;70192100;70192200;RMA: 1 320.67€ par 2;;
"VANNE A  AIR COMBINEE ARI MOD. BARACK 1""M-1";6021;VENTBA10P1M;1234560038336;;;11,00;60120300;70102000;70192200;70192100;70192100;70192200;;;
CAPTEUR UV DIGITAL TEFLON;60179;616-001;1234560006441;;10,00;5,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
"FILTRE  3 PCS 9"" 3/4"" BIG BLUE";6021;7003;1234560071173;;;10,00;60101100;70102000;70192200;70192100;70192100;70192200;Fournis gratuitement pas le Canal  de provence jusqu'en Mai 2020.;;
"MAMELON POLYPRO D 1""";6021;MM1;1234560036097;;;68,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
SUPPORT FILTRE BIG BLUE PEINT;6097;;1234560066254;;;50,00;60101100;70102000;70192200;70192100;70192100;70192200;devis 17-07039 du 06 jullet 2017;;
LAMPE 20W 4 PINS - 9000H;6022;927973404099;1234560039555;;;324,00;60120300;70102000;70192200;70192100;70192100;70192200;par 32pcs ancien code TUV20W4PSE;;
ENS. MECA. GERMI AP20-EAUSUN 13;60133;;1234560046645;;;8,00;60101100;70102000;70192200;70192100;70192100;70192200;29/09/20: ne plus commander seulement utilisable sur les providences 13 (15000473) avec filtre big blue . produit jusqu'en juin 2020 environ;;
ENS. MECA. EAUSUN 13;6008;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;26/09: ajout boulon pour sonde de temp sur coprs prix de l'ensemble 15000473:179€;;
FENETRE DE MESURE RACCORD CLAMP 50.5MM;6097;303107000000;1234560054077;7,750;;2,00;60101100;70102000;70192200;70192100;70192100;70192200;FUV33TC40;;
MANCHON 3/4 G 316;6021;M20G;1234560001897;;;20,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
"MAMELON POLYPRO M/M 3/4""-3/4""";6021;MM34;1234560038732;;;12,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
"TE POLYPROPYLENE FEM D3/4""";6021;TF34;1234560040551;0,147;;14,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
"EMBOUT CANNELE + FILETE  3/4"" 27X25";6021;AFV25;1234560035021;0,374;;32,00;60101100;70102000;70192200;70192100;70192100;70192200;ou peut etre objat!!!;;
PRESSE ETOUPE PLAST PG 21;6077;BIZ206021;1234560010660;;;49,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
CAPTEUR DE NIVEAU;60179;1242572;1234560037568;;;5,00;60101100;70102000;70192200;70192100;70192100;70192200;ATTENTION : INVERSION DU CABLAGE A FAIRE POURLES NOUVEAUX CAPTEURS VERT;;
PRESSE ETOUPE SIB-TEC PG07 LAITON+ECRO;6021;531103;1234560013456;;;31,00;60101100;70102000;70192200;70192100;70192100;70192200;BOITE DE 5;;
"RACCORD EXPRESS CANELE 1""";6021;51025;1234560004607;;;5,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
"REDUCTION POLYPRO M/F D1""X3/4""";6021;RMF134;1234560012442;;;28,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
CHASSIS-SKID NET. CHIM FIXE;60133;;1234560038589;;;6,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
CHASSIS-SKID CHIMIQUE FIXE;6008;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
CHASSIS -SKID DE NET. CHIMIQUE MOBILE;60133;;1234560038596;;;5,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
ENS. MECA SKID  NET. CHIM. MOBILE;6008;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
NOIX DE NETTOYAGE  AUTOMATIQUE;6097;00537;1234560038404;;;51,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
RACCORD CANNELE PVC D25;6021;RCC25;1234560004577;;;25,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
CLAPET ANTI RETOUR A BOULE PVC D 25;6021;CARBI25;1234560004584;;;7,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
COFFRET ELEC COMPLET NETTOYAGE ACIDE;6031;POUR SKID CHIMIQUE;1234560056446;;;5,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
GERMI DP600 CANAL OUVERT VERTICAL;60106;DP 600 NA;1234560039654;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
BAGUE DE GUIDAGE LP 300WC TEFLON D25  EP 3.5;6097;00493;1234560010127;;;81,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
PLATINE MONTAGE COFFRET FIBOX (UVZEN);6008;;1234560011551;;;55,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
CAPOT DE PROTECTION - OPTION POMPE IWAKI;6097;;1234560039531;;;5,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
"RACCORD M CANELE D25 GAZ 3/4""";6021;AM20G;1234560039166;;;13,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
FOND BOMBE 273X2 316L;6021;4FB273;1234560056576;;;5,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
TUBE DN250 L - LAMPE 300W;6008;BO-TUBE_DN250;1234560043163;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
GERMI FD300;60161;FD300;1234560039678;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
GERMI CD200;60106;;1234560039661;;;;60260000;70102000;70192200;70192100;70192100;70192200;;;
ETANCHEITE GAINE INOX  DIM 44 PR 600W;6021;;1234560044399;;;110,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
OUTIL E1 DOUILLE PR ETANCHEITE 600W;60164;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
CAPOT DE PROTECTION LAMPES FLASQUE DN200-219.1;6097;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
CAPOT DE PROTECTION LAMPES FLASQUE DN250 -273MM;6097;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
ENS. MECA. GERMIED200 PIQUAGE CAPTEUR MAF;60133;;1234560051939;;;9,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
ENS. MECA. GERMI ED200 MAF AVEC CAPTEUR;6008;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
EAU SUN 13 - CARTER FOND PEINT;6008;;1234560042425;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
EAU SUN 13 - FAÇADE PEINTE;6008;;1234560042432;;;;60120300;70102000;70192200;70192100;70192100;70192200;;;
"RACCORD UNION LISSE  1"" G 316L CONIQUE";6021;LM25G;1234560039364;;;44,00;60101100;70102000;70192200;70192100;70192100;70192200;LM25G - 73072910;;
"MAMELON POLYPRO M/M 1""-3/4""";6021;RMM134;1234560012404;;;23,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
BATTERIE AU PLOMBS YUCEL Y7-12;6077;6142469;1234560039456;;;10,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
BALLAST ELECTRO 1X25-40W 425MA;60179;RL1142540;1234560008803;;;132,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
BALLAST ELECTRO 1X11-20W - 424 MA24VDC;60179;413-011-0425-001;1234560039548;;;;60101100;70102000;70192200;70192100;70192100;70192200;26/04/19 attention ne plus commander!!! nouveau ballast en cours de realisation;;
RONDELLE POLYAMIDE 6.4X12.1 EP1.6;6021;;1234560046447;0,330;;704,00;60101100;70102000;70192200;70192100;70192100;70192200;Commander  la boite Ref: 838639 - Assortiment rondelles polyamide;;
EAU SUN 13 - SUPPORT 2XBATTERIES 12V;6008;;1234560046553;;;18,00;60101100;70102000;70192200;70192100;70192100;70192200;15/03/19: 9.1€ unitaire par 10pcs;;
PROVIDENCE13-SOLAIRE ET 230V;60158;;1234560054053;;;31,00;60101100;70102000;70192200;70192100;70192100;70192200;25/07/19: corps avec percage de le sonde de temperature+ nouveau ballast. 7h par appareil. selon de DEVIS 056266.;;
CONNECTEUR CERAMIQUE POUR LP600LL;6077;PPFEJP330;1234560037599;;100,00;103,00;60101100;70102000;70192200;70192100;70192100;70192200;CODE UVTECHNICK  ??? /PPFEJP330;;
ENS. MECA. UVCARE 14-22-35;60133;;1234560032648;;;18,00;60101100;70102000;70192200;70192100;70192100;70192200;sans les pattes;;
ENS.MECA. GERMIBP95 CARRÉ BLEU;6008;168420;;;;;60101100;70102000;70192200;70192100;70192100;70192200;BP 95 CARRE BLEU;;
ENS. MECA. GERMI AD120NM-CORELEC;6008;140860;;;;;60101100;70102000;70192200;70192100;70192100;70192200;140860 (418.27€);;
PLATEAU DE NETTOYAGE GERMI AD120;60106;15000459 P20;1234560048977;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
SUPPORT GERMI ULTRA  500 / 1000;6097;;1234560042364;;;101,00;60101100;70102000;70192200;70192100;70192100;70192200;A COMMANDER PAR 100 !!!!;;
ENS. MECA. GERMICD300 ACS;60133;;1234560046416;;;7,00;60101100;70102000;70192200;70192100;70192100;70192200;22/04/18: avant nouveau prix labrousse de 994.79€ en mecanosoudure par 5 pcs: 1701,72;;
ENS. MECA. GERMICD300 ACS CORPS;6008;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;18/04/19;;
ENS. MECA. GERMIHD300 ACS COMPLET;60133;;1234560038794;;;6,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
ENS. MECA. GERMI  HD300 ACS;6008;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;PEI (sans pièces en découpe);;
ENS. MECA. GERMIDP300ACS;60133;;1234560047048;;;2,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
ENS. MECA. GERMIDP300ACS 16 L FDS BOMBE;6008;500150016;1234560003532;;;;60101100;70102000;70192200;70192100;70192100;70192200;4 PIEDS +COLLIER SOUTIEN + NETTOYAGE AUTOMATIQUE+ CAPTEUR+VIDANGE;;
ENS. MECA. GERMI LD600ACS CORPS;6001;;1234560048533;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
ENS. MECA. GERMILD600NA-ACS CORPS;6008;BO-LD600NA_ACS;;;;;60101100;70102000;70192200;70192100;70192100;70192200;Offre de prix OD701675 du 22/01/2015;;
ENS. MECA. EAUSUN13;60133;;1234560042609;;;23,00;60101100;70102000;70192200;70192100;70192100;70192200;25/0719: mise a jour tarif selon devis 057606;;
ENS. MECA. EAUSUN13;6008;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
ECROU NW 25-32;6097;00518;1234560004638;;60,00;76,00;60101100;70102000;70192200;70192100;70192100;70192200;ancien prix 9;;
ENS. MÉCA. GERMI LD600 NA DN400 - E/S DN250 U;6008;;1234560041824;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
PLATEAU NETTOYAGE AUTO LD600NA;60106;15000479P20;1234560049172;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
CHASSIS POUR SKID DD300 NA + FILTRE STF;60106;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;selon devis DE15-060127 du 15-06-15;;
MÉCANOSOUDURE - COUDE 90 INOX + 2XBRIDES DN100;6008;;1234560041336;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
ENS. MÉCA. GERMI  DD300 NA;6008;;1234560041343;;;;60101100;70102000;70192200;70192100;70192100;70192200;AVEC PIED DECHLO LG 500 MM;;
PIED DECHLO 50CM;60106;;1234560047017;;;5,00;60101100;70102000;70192200;70192100;70192100;70192200;Tarifs:;;
SONDE PT100 + 11000 MM DE CABLE;6077;00626162;1234560032204;;;16,00;60101100;70102000;70192200;70192100;70192100;70192200;Tarif suivant l'offre n°AD/S/14/91542 du 22/04/14;;
SONDE RÉS LISSE RAC. TUBE ASS KTY81-110;60179;;1234560023370;;;40,00;60101100;70102000;70192200;70192100;70192100;70192200;Si commandé par lot de 10 pièces : 18, 70;;
ENS. MECA.  AP30-40-55-75-E 3/4 '';6001;;1234560056897;;;48,00;60101100;70102000;70192200;70192100;70192100;70192200;09/05 : augmentation stock alerte Guerric;;
ENS.MECA. GERMIAP55E;6008;AP30;;;;;60101100;70102000;70192200;70192100;70192100;70192200;09/10/20: actualisation traif selon offre OD704829;;
